,TransactionID,CustomerID,Date,ProductID,Price,Qty,TotalAmount,StoreID,Product Name,StoreName
60,TR33457,15,11/06/2022,P9,10000,7,70000,12,Yoghurt,Prestasi Utama
61,TR57125,353,26/06/2022,P9,10000,3,30000,12,Yoghurt,Prestasi Utama
62,TR70430,132,27/06/2022,P9,10000,7,70000,12,Yoghurt,Prestasi Utama
63,TR63083,344,28/06/2022,P9,10000,1,10000,12,Yoghurt,Prestasi Utama
64,TR19550,174,09/07/2022,P9,10000,6,60000,12,Yoghurt,Prestasi Utama
65,TR84344,44,12/07/2022,P9,10000,5,50000,12,Yoghurt,Prestasi Utama
66,TR51241,107,13/07/2022,P9,10000,7,70000,12,Yoghurt,Prestasi Utama
67,TR40538,96,08/08/2022,P9,10000,7,70000,12,Yoghurt,Prestasi Utama
68,TR45350,285,10/08/2022,P9,10000,1,10000,12,Yoghurt,Prestasi Utama
69,TR95512,386,13/08/2022,P9,10000,7,70000,12,Yoghurt,Prestasi Utama
70,TR3310,2,09/09/2022,P9,10000,1,10000,12,Yoghurt,Prestasi Utama
71,TR61203,180,09/09/2022,P9,10000,4,40000,12,Yoghurt,Prestasi Utama
72,TR49201,233,19/09/2022,P9,10000,3,30000,12,Yoghurt,Prestasi Utama
73,TR17567,435,28/09/2022,P9,10000,6,60000,12,Yoghurt,Prestasi Utama
74,TR260,325,07/10/2022,P9,10000,2,20000,12,Yoghurt,Prestasi Utama
75,TR81906,101,07/10/2022,P9,10000,2,20000,12,Yoghurt,Prestasi Utama
76,TR69908,321,11/11/2022,P9,10000,5,50000,12,Yoghurt,Prestasi Utama
77,TR20445,217,15/05/2022,P9,10000,3,30000,12,Yoghurt,Prestasi Utama
78,TR51313,156,20/11/2022,P9,10000,2,20000,12,Yoghurt,Prestasi Utama
79,TR72028,242,03/12/2022,P9,10000,4,40000,12,Yoghurt,Prestasi Utama
80,TR46911,400,16/12/2022,P9,10000,1,10000,12,Yoghurt,Prestasi Utama
81,TR7826,181,02/01/2022,P1,8800,10,88000,12,Choco Bar,Prestasi Utama
82,TR61271,442,13/01/2022,P1,8800,3,26400,12,Choco Bar,Prestasi Utama
83,TR31493,131,21/01/2022,P1,8800,8,70400,12,Choco Bar,Prestasi Utama
84,TR93101,267,21/01/2022,P1,8800,3,26400,12,Choco Bar,Prestasi Utama
85,TR44851,105,08/02/2022,P1,8800,9,79200,12,Choco Bar,Prestasi Utama
86,TR35416,354,03/03/2022,P1,8800,8,70400,12,Choco Bar,Prestasi Utama
87,TR90751,365,05/03/2022,P1,8800,9,79200,12,Choco Bar,Prestasi Utama
88,TR85821,89,07/03/2022,P1,8800,10,88000,12,Choco Bar,Prestasi Utama
89,TR75249,89,30/03/2022,P1,8800,7,61600,12,Choco Bar,Prestasi Utama
90,TR33278,151,24/04/2022,P1,8800,9,79200,12,Choco Bar,Prestasi Utama
91,TR31892,77,03/05/2022,P1,8800,2,17600,12,Choco Bar,Prestasi Utama
92,TR65931,443,19/05/2022,P1,8800,5,44000,12,Choco Bar,Prestasi Utama
93,TR74706,188,22/05/2022,P1,8800,5,44000,12,Choco Bar,Prestasi Utama
94,TR5221,376,25/05/2022,P1,8800,2,17600,12,Choco Bar,Prestasi Utama
95,TR59511,19,03/06/2022,P1,8800,8,70400,12,Choco Bar,Prestasi Utama
96,TR59944,442,19/06/2022,P1,8800,4,35200,12,Choco Bar,Prestasi Utama
97,TR57301,141,27/06/2022,P1,8800,3,26400,12,Choco Bar,Prestasi Utama
98,TR83364,325,16/07/2022,P1,8800,5,44000,12,Choco Bar,Prestasi Utama
99,TR60869,41,17/07/2022,P1,8800,2,17600,12,Choco Bar,Prestasi Utama
100,TR37685,260,25/08/2022,P1,8800,6,52800,12,Choco Bar,Prestasi Utama
101,TR43554,376,25/08/2022,P1,8800,10,88000,12,Choco Bar,Prestasi Utama
102,TR50379,137,03/09/2022,P1,8800,6,52800,12,Choco Bar,Prestasi Utama
103,TR63130,291,04/09/2022,P1,8800,2,17600,12,Choco Bar,Prestasi Utama
104,TR43238,424,10/09/2022,P1,8800,9,79200,12,Choco Bar,Prestasi Utama
105,TR77951,47,24/09/2022,P1,8800,9,79200,12,Choco Bar,Prestasi Utama
106,TR26746,116,01/10/2022,P1,8800,4,35200,12,Choco Bar,Prestasi Utama
107,TR56012,238,27/10/2022,P1,8800,5,44000,12,Choco Bar,Prestasi Utama
108,TR14887,96,04/11/2022,P1,8800,2,17600,12,Choco Bar,Prestasi Utama
109,TR6757,364,06/11/2022,P1,8800,10,88000,12,Choco Bar,Prestasi Utama
110,TR32500,188,18/11/2022,P1,8800,3,26400,12,Choco Bar,Prestasi Utama
111,TR57403,283,20/11/2022,P1,8800,3,26400,12,Choco Bar,Prestasi Utama
112,TR65616,376,07/12/2022,P1,8800,5,44000,12,Choco Bar,Prestasi Utama
113,TR51635,301,08/12/2022,P1,8800,8,70400,12,Choco Bar,Prestasi Utama
114,TR36166,256,11/01/2022,P10,15000,5,75000,12,Cheese Stick,Prestasi Utama
115,TR22459,362,22/01/2022,P10,15000,5,75000,12,Cheese Stick,Prestasi Utama
116,TR21521,219,27/01/2022,P10,15000,3,45000,12,Cheese Stick,Prestasi Utama
117,TR54890,364,27/02/2022,P10,15000,4,60000,12,Cheese Stick,Prestasi Utama
118,TR58006,365,02/03/2022,P10,15000,3,45000,12,Cheese Stick,Prestasi Utama
119,TR9709,94,03/03/2022,P10,15000,2,30000,12,Cheese Stick,Prestasi Utama
120,TR39176,356,04/03/2022,P10,15000,5,75000,12,Cheese Stick,Prestasi Utama
121,TR62377,14,05/03/2022,P10,15000,4,60000,12,Cheese Stick,Prestasi Utama
122,TR79324,42,07/03/2022,P10,15000,2,30000,12,Cheese Stick,Prestasi Utama
123,TR57833,355,08/03/2022,P10,15000,2,30000,12,Cheese Stick,Prestasi Utama
124,TR26684,40,09/03/2022,P10,15000,2,30000,12,Cheese Stick,Prestasi Utama
125,TR27961,126,12/03/2022,P10,15000,4,60000,12,Cheese Stick,Prestasi Utama
126,TR32490,183,26/03/2022,P10,15000,4,60000,12,Cheese Stick,Prestasi Utama
127,TR13708,39,07/04/2022,P10,15000,2,30000,12,Cheese Stick,Prestasi Utama
128,TR77885,82,14/04/2022,P10,15000,5,75000,12,Cheese Stick,Prestasi Utama
129,TR95986,425,16/04/2022,P10,15000,3,45000,12,Cheese Stick,Prestasi Utama
130,TR5271,144,27/04/2022,P10,15000,2,30000,12,Cheese Stick,Prestasi Utama
131,TR66136,440,19/05/2022,P10,15000,2,30000,12,Cheese Stick,Prestasi Utama
132,TR38488,216,03/06/2022,P10,15000,1,15000,12,Cheese Stick,Prestasi Utama
133,TR47790,34,03/06/2022,P10,15000,5,75000,12,Cheese Stick,Prestasi Utama
134,TR12791,172,08/06/2022,P10,15000,4,60000,12,Cheese Stick,Prestasi Utama
135,TR37179,371,24/06/2022,P10,15000,3,45000,12,Cheese Stick,Prestasi Utama
136,TR42847,220,12/07/2022,P10,15000,5,75000,12,Cheese Stick,Prestasi Utama
137,TR67563,243,16/08/2022,P10,15000,4,60000,12,Cheese Stick,Prestasi Utama
138,TR68002,313,30/09/2022,P10,15000,5,75000,12,Cheese Stick,Prestasi Utama
139,TR95157,315,02/10/2022,P10,15000,1,15000,12,Cheese Stick,Prestasi Utama
140,TR6404,177,03/10/2022,P10,15000,5,75000,12,Cheese Stick,Prestasi Utama
141,TR99925,280,25/10/2022,P10,15000,5,75000,12,Cheese Stick,Prestasi Utama
142,TR10973,258,09/11/2022,P10,15000,5,75000,12,Cheese Stick,Prestasi Utama
143,TR21109,214,14/11/2022,P10,15000,4,60000,12,Cheese Stick,Prestasi Utama
144,TR19079,427,21/11/2022,P10,15000,5,75000,12,Cheese Stick,Prestasi Utama
145,TR18349,75,24/11/2022,P10,15000,1,15000,12,Cheese Stick,Prestasi Utama
146,TR1882,13,30/11/2022,P10,15000,5,75000,12,Cheese Stick,Prestasi Utama
147,TR82078,166,03/12/2022,P10,15000,3,45000,12,Cheese Stick,Prestasi Utama
148,TR82098,29,04/12/2022,P10,15000,2,30000,12,Cheese Stick,Prestasi Utama
149,TR15423,192,08/12/2022,P10,15000,1,15000,12,Cheese Stick,Prestasi Utama
150,TR4767,195,09/12/2022,P10,15000,5,75000,12,Cheese Stick,Prestasi Utama
151,TR76486,293,23/12/2022,P10,15000,3,45000,12,Cheese Stick,Prestasi Utama
152,TR63497,396,24/12/2022,P10,15000,1,15000,12,Cheese Stick,Prestasi Utama
153,TR28303,10,30/12/2022,P10,15000,4,60000,12,Cheese Stick,Prestasi Utama
154,TR86483,45,03/01/2022,P8,16000,3,48000,12,Oat,Prestasi Utama
155,TR68280,36,04/01/2022,P8,16000,1,16000,12,Oat,Prestasi Utama
156,TR63021,393,11/01/2022,P8,16000,1,16000,12,Oat,Prestasi Utama
157,TR52721,356,18/01/2022,P8,16000,3,48000,12,Oat,Prestasi Utama
158,TR69931,384,28/01/2022,P8,16000,2,32000,12,Oat,Prestasi Utama
159,TR99028,407,10/02/2022,P8,16000,1,16000,12,Oat,Prestasi Utama
160,TR49903,270,17/02/2022,P8,16000,2,32000,12,Oat,Prestasi Utama
161,TR22169,24,10/03/2022,P8,16000,1,16000,12,Oat,Prestasi Utama
162,TR82034,372,20/03/2022,P8,16000,2,32000,12,Oat,Prestasi Utama
163,TR48845,305,01/04/2022,P8,16000,3,48000,12,Oat,Prestasi Utama
164,TR15284,431,12/04/2022,P8,16000,1,16000,12,Oat,Prestasi Utama
165,TR85806,76,16/04/2022,P8,16000,3,48000,12,Oat,Prestasi Utama
166,TR51352,440,20/04/2022,P8,16000,2,32000,12,Oat,Prestasi Utama
167,TR75679,277,04/05/2022,P8,16000,1,16000,12,Oat,Prestasi Utama
168,TR46395,248,12/05/2022,P8,16000,3,48000,12,Oat,Prestasi Utama
169,TR73051,135,19/05/2022,P8,16000,2,32000,12,Oat,Prestasi Utama
170,TR63350,408,20/05/2022,P8,16000,2,32000,12,Oat,Prestasi Utama
171,TR50337,8,18/06/2022,P8,16000,3,48000,12,Oat,Prestasi Utama
172,TR14129,15,26/06/2022,P8,16000,3,48000,12,Oat,Prestasi Utama
173,TR18491,122,01/07/2022,P8,16000,1,16000,12,Oat,Prestasi Utama
174,TR87025,166,30/07/2022,P8,16000,3,48000,12,Oat,Prestasi Utama
175,TR64429,175,31/07/2022,P8,16000,2,32000,12,Oat,Prestasi Utama
176,TR51447,158,09/09/2022,P8,16000,2,32000,12,Oat,Prestasi Utama
177,TR69862,272,14/09/2022,P8,16000,2,32000,12,Oat,Prestasi Utama
178,TR68792,184,22/09/2022,P8,16000,3,48000,12,Oat,Prestasi Utama
179,TR262,87,23/09/2022,P8,16000,3,48000,12,Oat,Prestasi Utama
180,TR44376,58,25/09/2022,P8,16000,3,48000,12,Oat,Prestasi Utama
181,TR89612,414,01/10/2022,P8,16000,1,16000,12,Oat,Prestasi Utama
182,TR30241,381,15/11/2022,P8,16000,2,32000,12,Oat,Prestasi Utama
183,TR38368,333,17/12/2022,P8,16000,3,48000,12,Oat,Prestasi Utama
184,TR52092,122,20/12/2022,P8,16000,1,16000,12,Oat,Prestasi Utama
185,TR57565,180,25/01/2022,P5,4200,4,16800,12,Thai Tea,Prestasi Utama
186,TR98748,66,30/01/2022,P5,4200,4,16800,12,Thai Tea,Prestasi Utama
187,TR74375,220,04/02/2022,P5,4200,5,21000,12,Thai Tea,Prestasi Utama
188,TR32416,263,05/02/2022,P5,4200,3,12600,12,Thai Tea,Prestasi Utama
189,TR56104,222,12/02/2022,P5,4200,4,16800,12,Thai Tea,Prestasi Utama
190,TR12740,263,20/02/2022,P5,4200,4,16800,12,Thai Tea,Prestasi Utama
191,TR83227,155,11/03/2022,P5,4200,3,12600,12,Thai Tea,Prestasi Utama
192,TR84691,404,16/03/2022,P5,4200,2,8400,12,Thai Tea,Prestasi Utama
193,TR13801,384,19/03/2022,P5,4200,4,16800,12,Thai Tea,Prestasi Utama
194,TR26815,158,27/03/2022,P5,4200,3,12600,12,Thai Tea,Prestasi Utama
195,TR99856,114,29/03/2022,P5,4200,5,21000,12,Thai Tea,Prestasi Utama
196,TR51571,219,09/04/2022,P5,4200,5,21000,12,Thai Tea,Prestasi Utama
197,TR26926,428,12/04/2022,P5,4200,5,21000,12,Thai Tea,Prestasi Utama
198,TR88227,215,22/04/2022,P5,4200,3,12600,12,Thai Tea,Prestasi Utama
199,TR42197,181,23/04/2022,P5,4200,4,16800,12,Thai Tea,Prestasi Utama
200,TR91926,253,27/04/2022,P5,4200,2,8400,12,Thai Tea,Prestasi Utama
201,TR71994,234,07/05/2022,P5,4200,3,12600,12,Thai Tea,Prestasi Utama
202,TR12063,293,11/05/2022,P5,4200,3,12600,12,Thai Tea,Prestasi Utama
203,TR97744,29,12/05/2022,P5,4200,5,21000,12,Thai Tea,Prestasi Utama
204,TR87715,215,15/05/2022,P5,4200,5,21000,12,Thai Tea,Prestasi Utama
205,TR32940,285,25/05/2022,P5,4200,5,21000,12,Thai Tea,Prestasi Utama
206,TR90878,323,29/05/2022,P5,4200,3,12600,12,Thai Tea,Prestasi Utama
207,TR56918,382,09/06/2022,P5,4200,4,16800,12,Thai Tea,Prestasi Utama
208,TR87320,22,12/06/2022,P5,4200,2,8400,12,Thai Tea,Prestasi Utama
209,TR13980,306,01/07/2022,P5,4200,2,8400,12,Thai Tea,Prestasi Utama
210,TR96325,13,03/07/2022,P5,4200,5,21000,12,Thai Tea,Prestasi Utama
211,TR36777,305,07/07/2022,P5,4200,4,16800,12,Thai Tea,Prestasi Utama
212,TR32454,363,10/07/2022,P5,4200,3,12600,12,Thai Tea,Prestasi Utama
213,TR54094,122,15/07/2022,P5,4200,5,21000,12,Thai Tea,Prestasi Utama
214,TR57388,279,30/07/2022,P5,4200,3,12600,12,Thai Tea,Prestasi Utama
215,TR18825,413,31/07/2022,P5,4200,3,12600,12,Thai Tea,Prestasi Utama
216,TR93539,247,04/08/2022,P5,4200,2,8400,12,Thai Tea,Prestasi Utama
217,TR90484,377,21/08/2022,P5,4200,4,16800,12,Thai Tea,Prestasi Utama
218,TR68513,268,23/08/2022,P5,4200,2,8400,12,Thai Tea,Prestasi Utama
219,TR18538,24,31/08/2022,P5,4200,5,21000,12,Thai Tea,Prestasi Utama
220,TR75977,30,19/09/2022,P5,4200,3,12600,12,Thai Tea,Prestasi Utama
221,TR7917,386,21/09/2022,P5,4200,3,12600,12,Thai Tea,Prestasi Utama
222,TR87395,167,03/10/2022,P5,4200,3,12600,12,Thai Tea,Prestasi Utama
223,TR64334,39,04/10/2022,P5,4200,4,16800,12,Thai Tea,Prestasi Utama
224,TR51656,232,18/10/2022,P5,4200,2,8400,12,Thai Tea,Prestasi Utama
225,TR99379,295,18/10/2022,P5,4200,2,8400,12,Thai Tea,Prestasi Utama
226,TR8561,108,21/10/2022,P5,4200,4,16800,12,Thai Tea,Prestasi Utama
227,TR89571,245,22/10/2022,P5,4200,5,21000,12,Thai Tea,Prestasi Utama
228,TR75594,428,26/10/2022,P5,4200,5,21000,12,Thai Tea,Prestasi Utama
229,TR7687,273,27/10/2022,P5,4200,3,12600,12,Thai Tea,Prestasi Utama
230,TR60495,298,02/11/2022,P5,4200,3,12600,12,Thai Tea,Prestasi Utama
231,TR26238,422,11/11/2022,P5,4200,3,12600,12,Thai Tea,Prestasi Utama
232,TR33585,152,25/11/2022,P5,4200,4,16800,12,Thai Tea,Prestasi Utama
233,TR4976,212,27/11/2022,P5,4200,2,8400,12,Thai Tea,Prestasi Utama
234,TR93784,217,29/11/2022,P5,4200,3,12600,12,Thai Tea,Prestasi Utama
235,TR22634,34,08/12/2022,P5,4200,5,21000,12,Thai Tea,Prestasi Utama
236,TR12946,20,15/12/2022,P5,4200,5,21000,12,Thai Tea,Prestasi Utama
237,TR5030,178,20/12/2022,P5,4200,3,12600,12,Thai Tea,Prestasi Utama
238,TR77621,273,22/12/2022,P5,4200,2,8400,12,Thai Tea,Prestasi Utama
239,TR97336,233,01/01/2022,P7,9400,2,18800,12,Coffee Candy,Prestasi Utama
240,TR31235,369,08/02/2022,P7,9400,6,56400,12,Coffee Candy,Prestasi Utama
241,TR45401,31,10/02/2022,P7,9400,4,37600,12,Coffee Candy,Prestasi Utama
242,TR56422,212,02/03/2022,P7,9400,3,28200,12,Coffee Candy,Prestasi Utama
243,TR19367,298,09/03/2022,P7,9400,6,56400,12,Coffee Candy,Prestasi Utama
244,TR92340,416,14/03/2022,P7,9400,6,56400,12,Coffee Candy,Prestasi Utama
245,TR59219,392,24/03/2022,P7,9400,4,37600,12,Coffee Candy,Prestasi Utama
246,TR45827,132,28/03/2022,P7,9400,4,37600,12,Coffee Candy,Prestasi Utama
247,TR27424,390,09/04/2022,P7,9400,2,18800,12,Coffee Candy,Prestasi Utama
248,TR96924,34,16/04/2022,P7,9400,5,47000,12,Coffee Candy,Prestasi Utama
249,TR9458,331,21/04/2022,P7,9400,2,18800,12,Coffee Candy,Prestasi Utama
250,TR9659,72,24/04/2022,P7,9400,6,56400,12,Coffee Candy,Prestasi Utama
251,TR52573,421,05/05/2022,P7,9400,3,28200,12,Coffee Candy,Prestasi Utama
252,TR60436,257,09/05/2022,P7,9400,6,56400,12,Coffee Candy,Prestasi Utama
253,TR75587,112,09/05/2022,P7,9400,5,47000,12,Coffee Candy,Prestasi Utama
254,TR73824,62,12/05/2022,P7,9400,3,28200,12,Coffee Candy,Prestasi Utama
255,TR80626,105,14/05/2022,P7,9400,3,28200,12,Coffee Candy,Prestasi Utama
256,TR39850,75,15/05/2022,P7,9400,5,47000,12,Coffee Candy,Prestasi Utama
257,TR32802,52,19/05/2022,P7,9400,5,47000,12,Coffee Candy,Prestasi Utama
258,TR43202,106,21/05/2022,P7,9400,3,28200,12,Coffee Candy,Prestasi Utama
259,TR814,398,04/06/2022,P7,9400,6,56400,12,Coffee Candy,Prestasi Utama
260,TR65394,435,25/06/2022,P7,9400,5,47000,12,Coffee Candy,Prestasi Utama
261,TR34452,218,02/07/2022,P7,9400,5,47000,12,Coffee Candy,Prestasi Utama
262,TR63644,149,03/07/2022,P7,9400,5,47000,12,Coffee Candy,Prestasi Utama
263,TR59147,218,21/07/2022,P7,9400,4,37600,12,Coffee Candy,Prestasi Utama
264,TR49965,190,23/07/2022,P7,9400,3,28200,12,Coffee Candy,Prestasi Utama
265,TR53532,182,25/07/2022,P7,9400,3,28200,12,Coffee Candy,Prestasi Utama
266,TR30908,74,03/08/2022,P7,9400,5,47000,12,Coffee Candy,Prestasi Utama
267,TR59918,92,14/08/2022,P7,9400,5,47000,12,Coffee Candy,Prestasi Utama
268,TR44799,7,15/08/2022,P7,9400,6,56400,12,Coffee Candy,Prestasi Utama
269,TR14426,43,23/08/2022,P7,9400,3,28200,12,Coffee Candy,Prestasi Utama
270,TR55359,27,25/08/2022,P7,9400,2,18800,12,Coffee Candy,Prestasi Utama
271,TR38944,248,30/08/2022,P7,9400,4,37600,12,Coffee Candy,Prestasi Utama
272,TR97423,262,07/09/2022,P7,9400,5,47000,12,Coffee Candy,Prestasi Utama
273,TR86571,93,30/09/2022,P7,9400,6,56400,12,Coffee Candy,Prestasi Utama
274,TR57196,64,31/10/2022,P7,9400,6,56400,12,Coffee Candy,Prestasi Utama
275,TR79806,444,24/11/2022,P7,9400,6,56400,12,Coffee Candy,Prestasi Utama
276,TR98094,257,27/11/2022,P7,9400,3,28200,12,Coffee Candy,Prestasi Utama
277,TR5383,445,01/12/2022,P7,9400,3,28200,12,Coffee Candy,Prestasi Utama
278,TR45013,438,12/12/2022,P7,9400,5,47000,12,Coffee Candy,Prestasi Utama
279,TR65176,144,14/12/2022,P7,9400,4,37600,12,Coffee Candy,Prestasi Utama
280,TR76340,287,01/01/2022,P4,12000,4,48000,12,Potato Chip,Prestasi Utama
281,TR64560,195,30/01/2022,P4,12000,1,12000,12,Potato Chip,Prestasi Utama
282,TR60591,363,05/02/2022,P4,12000,4,48000,12,Potato Chip,Prestasi Utama
283,TR71116,247,07/02/2022,P4,12000,5,60000,12,Potato Chip,Prestasi Utama
284,TR35363,161,12/03/2022,P4,12000,3,36000,12,Potato Chip,Prestasi Utama
285,TR75463,392,27/03/2022,P4,12000,2,24000,12,Potato Chip,Prestasi Utama
286,TR36462,358,09/04/2022,P4,12000,2,24000,12,Potato Chip,Prestasi Utama
287,TR56568,136,20/04/2022,P4,12000,2,24000,12,Potato Chip,Prestasi Utama
288,TR73071,134,01/05/2022,P4,12000,4,48000,12,Potato Chip,Prestasi Utama
289,TR19042,250,06/05/2022,P4,12000,1,12000,12,Potato Chip,Prestasi Utama
290,TR24331,9,07/05/2022,P4,12000,2,24000,12,Potato Chip,Prestasi Utama
291,TR75655,134,12/05/2022,P4,12000,1,12000,12,Potato Chip,Prestasi Utama
292,TR44058,162,22/05/2022,P4,12000,1,12000,12,Potato Chip,Prestasi Utama
293,TR68706,150,03/06/2022,P4,12000,3,36000,12,Potato Chip,Prestasi Utama
294,TR35950,86,10/06/2022,P4,12000,3,36000,12,Potato Chip,Prestasi Utama
295,TR58302,245,22/06/2022,P4,12000,1,12000,12,Potato Chip,Prestasi Utama
296,TR4732,231,26/06/2022,P4,12000,4,48000,12,Potato Chip,Prestasi Utama
297,TR72720,6,27/06/2022,P4,12000,3,36000,12,Potato Chip,Prestasi Utama
298,TR33898,133,29/07/2022,P4,12000,4,48000,12,Potato Chip,Prestasi Utama
299,TR33538,186,29/10/2022,P4,12000,3,36000,12,Potato Chip,Prestasi Utama
300,TR50914,404,01/11/2022,P4,12000,4,48000,12,Potato Chip,Prestasi Utama
301,TR18844,381,07/11/2022,P4,12000,4,48000,12,Potato Chip,Prestasi Utama
302,TR43071,164,10/11/2022,P4,12000,2,24000,12,Potato Chip,Prestasi Utama
303,TR51404,216,13/11/2022,P4,12000,4,48000,12,Potato Chip,Prestasi Utama
304,TR67617,173,19/11/2022,P4,12000,3,36000,12,Potato Chip,Prestasi Utama
305,TR13063,366,18/12/2022,P4,12000,2,24000,12,Potato Chip,Prestasi Utama
306,TR11638,67,06/01/2022,P2,3200,5,16000,12,Ginger Candy ,Prestasi Utama
307,TR82224,246,10/01/2022,P2,3200,3,9600,12,Ginger Candy ,Prestasi Utama
308,TR22096,152,27/01/2022,P2,3200,7,22400,12,Ginger Candy ,Prestasi Utama
309,TR78838,205,04/02/2022,P2,3200,5,16000,12,Ginger Candy ,Prestasi Utama
310,TR95208,36,16/02/2022,P2,3200,7,22400,12,Ginger Candy ,Prestasi Utama
